Classifier,Success Rate
LDA,0.5333333333333333
LDA CV,0.4833333333333333
KNN-5,0.4666666666666667
KNN-5 CV,0.5
KNN-7,0.4
KNN-7 CV,0.4833333333333333
SVC,0.4666666666666667
SVC CV,0.4666666666666667
NB,0.4666666666666667
NB CV,0.6166666666666666
LR,0.4666666666666667
LR CV,0.5
LDA GA,0.6
LDA GA CV,0.65
KNN5 GA,0.4666666666666667
KNN5 GA CV,0.5833333333333333
KNN7 GA,0.4666666666666667
KNN7 GA CV,0.55
SVC GA,0.6
SVC GA CV,0.6000000000000001
NB GA,0.5333333333333333
NB GA CV,0.6
LR GA,0.5333333333333333
LR GA CV,0.6166666666666667
MV,0.4666666666666667
MV_GA,0.5333333333333333
MV_ALL,0.4666666666666667
STACKING,0.4666666666666667
OSTACKING ,0.4666666666666667
OSTACKING GA,0.6
OSTACKING ALL,0.4666666666666667
MV CV,0.4666666666666667
MV GA CV,0.4
MV ALL CV,0.3333333333333333
OSTACKING CV,0.4666666666666667
OSTACKING GA CV,0.4
OSTACKING ALL CV,0.4666666666666667
