Classifier,Success Rate
LDA,0.4666666666666667
LDA CV,0.55
SVC,0.6
SVC CV,0.6333333333333333
NB,0.4666666666666667
NB CV,0.6666666666666666
LR,0.7333333333333333
LR CV,0.6166666666666667
LDA GA,0.6
LDA GA CV,0.7166666666666666
SVC GA,0.7333333333333333
SVC GA CV,0.6833333333333333
NB GA,0.5333333333333333
NB GA CV,0.5833333333333333
LR GA,0.5333333333333333
LR GA CV,0.65
MV,0.6666666666666666
MV_GA,0.6666666666666666
MV_ALL,0.7333333333333333
STACKING,0.5333333333333333
OSTACKING ,0.7333333333333333
OSTACKING GA,0.8
OSTACKING ALL,0.7333333333333333
MV CV,0.6166666666666666
MV_GA CV,0.7333333333333334
MV_ALL CV,0.6833333333333333
OSTACKING  CV,0.6666666666666667
OSTACKING GA CV,0.7
OSTACKING ALL CV,0.6833333333333333
