Classifier,Success Rate
LDA,0.6666666666666666
LDA CV,0.6666666666666667
KNN5,0.6666666666666666
KNN5 CV,0.7333333333333333
KNN7,0.6
KNN7 CV,0.7333333333333333
SVC,0.6666666666666666
SVC CV,0.7
NB,0.6666666666666666
NB CV,0.6166666666666666
LR,0.7333333333333333
LR CV,0.7
LDA GA,0.8
LDA GA CV,0.7166666666666666
KNN5 GA,0.6
KNN5 GA CV,0.7
KNN7 GA,0.6666666666666666
KNN7 GA CV,0.7333333333333334
SVC GA,0.6666666666666666
SVC GA CV,0.7666666666666668
NB GA,0.5333333333333333
NB GA CV,0.6666666666666667
LR GA,0.6
LR GA CV,0.6833333333333333
MV,0.6666666666666666
MV_GA,0.6666666666666666
MV_ALL,0.6666666666666666
STACKING,0.7333333333333333
OSTACKING ,0.7333333333333333
OSTACKING GA,0.7333333333333333
OSTACKING ALL,0.8
MV CV,0.7333333333333334
MV_GA CV,0.7333333333333334
MV_ALL CV,0.75
OSTACKING  CV,0.6666666666666667
OSTACKING GA CV,0.7000000000000001
OSTACKING ALL CV,0.7833333333333333
