Classifier,Success Rate
LDA,0.6
LDA CV,0.5833333333333333
SVC,0.4666666666666667
SVC CV,0.5
NB,0.4
NB CV,0.5666666666666667
LR,0.6
LR CV,0.5833333333333334
LDA GA,0.4
LDA GA CV,0.5833333333333333
SVC GA,0.4
SVC GA CV,0.6333333333333333
NB GA,0.6
NB GA CV,0.7333333333333334
LR GA,0.4666666666666667
LR GA CV,0.65
MV,0.6
MV_GA,0.4666666666666667
MV_ALL,0.4666666666666667
STACKING,0.5333333333333333
OSTACKING ,0.4666666666666667
OSTACKING GA,0.6
OSTACKING ALL,0.4666666666666667
MV CV,0.6
MV_GA CV,0.6333333333333334
MV_ALL CV,0.6666666666666667
OSTACKING  CV,0.5833333333333333
OSTACKING GA CV,0.7333333333333334
OSTACKING ALL CV,0.65
